recno,M1,M2,R2,Per,Sep,logJ,logjsys,logjmg,logjgr,logjca,logjtot,logMLR2,zeta,logT2,log(g2),logL2,Pdot,logt,logt0,Step,Teff2,UxMag,BxMag,BMag,VMag,RMag,IMag,JMag,HMag,KMag,LMag,L'Mag,M'Mag,X,SpT
858,0.75,0.2,0.229,2.9382,1.02,50.973,33.905,33.68,33.512,,33.905,,0.77,3.517,5.019,31.327,-2.71E-13,8.58879,8.15545,420000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
859,0.75,0.2,0.229,2.9392,1.02,50.973,33.905,33.679,33.512,,33.905,,0.77,3.517,5.019,31.327,-2.71E-13,8.58832,8.15418,421000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
860,0.75,0.2,0.229,2.9402,1.02,50.973,33.904,33.679,33.512,,33.904,,0.77,3.517,5.019,31.327,-2.71E-13,8.58785,8.15289,421000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
861,0.75,0.2,0.229,2.9412,1.02,50.973,33.904,33.679,33.511,,33.904,,0.77,3.517,5.019,31.327,-2.71E-13,8.58737,8.15161,421000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
862,0.75,0.2,0.229,2.9422,1.021,50.973,33.904,33.678,33.511,,33.904,,0.77,3.517,5.019,31.327,-2.71E-13,8.5869,8.15031,422000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
863,0.75,0.2,0.229,2.9432,1.021,50.973,33.903,33.678,33.511,,33.903,,0.77,3.517,5.019,31.327,-2.71E-13,8.58643,8.14902,422000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
864,0.75,0.2,0.229,2.9442,1.021,50.973,33.903,33.678,33.51,,33.903,,0.77,3.517,5.019,31.327,-2.7E-13,8.58595,8.14771,422000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
865,0.75,0.2,0.229,2.9452,1.021,50.973,33.903,33.677,33.51,,33.903,,0.77,3.517,5.019,31.327,-2.7E-13,8.58547,8.14641,422000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
866,0.75,0.2,0.229,2.9462,1.021,50.973,33.902,33.677,33.51,,33.902,,0.77,3.517,5.019,31.327,-2.7E-13,8.585,8.1451,422000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
867,0.75,0.2,0.229,2.9472,1.022,50.974,33.902,33.676,33.509,,33.902,,0.77,3.517,5.019,31.327,-2.7E-13,8.58452,8.14378,423000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
868,0.75,0.2,0.229,2.9482,1.022,50.974,33.902,33.676,33.509,,33.902,,0.77,3.517,5.019,31.327,-2.7E-13,8.58404,8.14246,423000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
869,0.75,0.2,0.229,2.9492,1.022,50.974,33.901,33.676,33.508,,33.901,,0.77,3.517,5.019,31.327,-2.7E-13,8.58356,8.14114,423000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
870,0.75,0.2,0.229,2.9502,1.022,50.974,33.901,33.675,33.508,,33.901,,0.77,3.517,5.019,31.327,-2.69E-13,8.58308,8.13981,423000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
871,0.75,0.2,0.229,2.9512,1.023,50.974,33.9,33.675,33.508,,33.9,,0.77,3.517,5.019,31.327,-2.69E-13,8.5826,8.13847,424000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
872,0.75,0.2,0.229,2.9522,1.023,50.974,33.9,33.675,33.507,,33.9,,0.77,3.517,5.019,31.327,-2.69E-13,8.58212,8.13713,424000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
873,0.75,0.2,0.229,2.9532,1.023,50.974,33.9,33.674,33.507,,33.9,,0.77,3.517,5.019,31.327,-2.69E-13,8.58164,8.13579,424000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
874,0.75,0.2,0.229,2.9542,1.023,50.974,33.899,33.674,33.507,,33.899,,0.77,3.517,5.019,31.327,-2.69E-13,8.58116,8.13444,424000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
875,0.75,0.2,0.229,2.9552,1.024,50.974,33.899,33.674,33.506,,33.899,,0.77,3.517,5.019,31.327,-2.69E-13,8.58067,8.13309,425000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
876,0.75,0.2,0.229,2.9562,1.024,50.974,33.899,33.673,33.506,,33.899,,0.77,3.517,5.019,31.327,-2.69E-13,8.58019,8.13173,425000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
877,0.75,0.2,0.229,2.9572,1.024,50.974,33.898,33.673,33.506,,33.898,,0.77,3.517,5.019,31.327,-2.68E-13,8.5797,8.13036,425000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
878,0.75,0.2,0.229,2.9582,1.024,50.974,33.898,33.673,33.505,,33.898,,0.77,3.517,5.019,31.327,-2.68E-13,8.57922,8.12899,425000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
879,0.75,0.2,0.229,2.9592,1.024,50.974,33.898,33.672,33.505,,33.898,,0.77,3.517,5.019,31.327,-2.68E-13,8.57873,8.12762,426000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
880,0.75,0.2,0.229,2.9602,1.025,50.974,33.897,33.672,33.505,,33.897,,0.77,3.517,5.019,31.327,-2.68E-13,8.57824,8.12624,426000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
881,0.75,0.2,0.229,2.9612,1.025,50.974,33.897,33.672,33.504,,33.897,,0.77,3.517,5.019,31.327,-2.68E-13,8.57776,8.12485,426000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
882,0.75,0.2,0.229,2.9622,1.025,50.974,33.897,33.671,33.504,,33.897,,0.77,3.517,5.019,31.327,-2.68E-13,8.57727,8.12346,426000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
883,0.75,0.2,0.229,2.9632,1.025,50.974,33.896,33.671,33.504,,33.896,,0.77,3.517,5.019,31.327,-2.67E-13,8.57678,8.12207,426000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
884,0.75,0.2,0.229,2.9642,1.026,50.974,33.896,33.671,33.503,,33.896,,0.77,3.517,5.019,31.327,-2.67E-13,8.57628,8.12067,427000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
885,0.75,0.2,0.229,2.9652,1.026,50.974,33.896,33.67,33.503,,33.896,,0.77,3.517,5.019,31.327,-2.67E-13,8.57579,8.11926,427000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
886,0.75,0.2,0.229,2.9662,1.026,50.974,33.895,33.67,33.503,,33.895,,0.77,3.517,5.019,31.327,-2.67E-13,8.5753,8.11785,427000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
887,0.75,0.2,0.229,2.9672,1.026,50.975,33.895,33.67,33.502,,33.895,,0.77,3.517,5.019,31.327,-2.67E-13,8.57481,8.11643,427000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
888,0.75,0.2,0.229,2.9682,1.027,50.975,33.895,33.669,33.502,,33.895,,0.77,3.517,5.019,31.327,-2.67E-13,8.57431,8.11501,428000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
889,0.75,0.2,0.229,2.9692,1.027,50.975,33.894,33.669,33.502,,33.894,,0.77,3.517,5.019,31.327,-2.67E-13,8.57382,8.11358,428000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
890,0.75,0.2,0.229,2.9702,1.027,50.975,33.894,33.669,33.501,,33.894,,0.77,3.517,5.019,31.327,-2.66E-13,8.57332,8.11215,428000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
891,0.75,0.2,0.229,2.9712,1.027,50.975,33.894,33.668,33.501,,33.894,,0.77,3.517,5.019,31.327,-2.66E-13,8.57282,8.11071,428000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
892,0.75,0.2,0.229,2.9722,1.027,50.975,33.893,33.668,33.501,,33.893,,0.77,3.517,5.019,31.327,-2.66E-13,8.57233,8.10927,429000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
893,0.75,0.2,0.229,2.9732,1.028,50.975,33.893,33.668,33.5,,33.893,,0.77,3.517,5.019,31.327,-2.66E-13,8.57183,8.10782,429000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
894,0.75,0.2,0.229,2.9742,1.028,50.975,33.893,33.667,33.5,,33.893,,0.77,3.517,5.019,31.327,-2.66E-13,8.57133,8.10636,429000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
895,0.75,0.2,0.229,2.9752,1.028,50.975,33.892,33.667,33.5,,33.892,,0.77,3.517,5.019,31.327,-2.66E-13,8.57083,8.1049,429000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
896,0.75,0.2,0.229,2.9762,1.028,50.975,33.892,33.667,33.499,,33.892,,0.77,3.517,5.019,31.327,-2.65E-13,8.57033,8.10343,430000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
897,0.75,0.2,0.229,2.9772,1.029,50.975,33.892,33.666,33.499,,33.892,,0.77,3.517,5.019,31.327,-2.65E-13,8.56982,8.10196,430000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
898,0.75,0.2,0.229,2.9782,1.029,50.975,33.891,33.666,33.499,,33.891,,0.77,3.517,5.019,31.327,-2.65E-13,8.56932,8.10048,430000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
899,0.75,0.2,0.229,2.9792,1.029,50.975,33.891,33.666,33.498,,33.891,,0.77,3.517,5.019,31.327,-2.65E-13,8.56882,8.099,430000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
900,0.75,0.2,0.229,2.9802,1.029,50.975,33.891,33.665,33.498,,33.891,,0.77,3.517,5.019,31.327,-2.65E-13,8.56831,8.09751,431000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
901,0.75,0.2,0.229,2.9812,1.03,50.975,33.89,33.665,33.498,,33.89,,0.77,3.517,5.019,31.327,-2.65E-13,8.56781,8.09601,431000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
902,0.75,0.2,0.229,2.9822,1.03,50.975,33.89,33.665,33.497,,33.89,,0.77,3.517,5.019,31.327,-2.65E-13,8.5673,8.09451,431000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
903,0.75,0.2,0.229,2.9832,1.03,50.975,33.89,33.664,33.497,,33.89,,0.77,3.517,5.019,31.327,-2.65E-13,8.56679,8.093,431000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
904,0.75,0.2,0.229,2.9842,1.03,50.975,33.889,33.664,33.497,,33.889,,0.77,3.517,5.019,31.327,-2.64E-13,8.56628,8.09149,432000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
905,0.75,0.2,0.229,2.9852,1.03,50.975,33.889,33.664,33.496,,33.889,,0.77,3.517,5.019,31.327,-2.64E-13,8.56578,8.08996,432000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
906,0.75,0.2,0.229,2.9862,1.031,50.975,33.889,33.663,33.496,,33.889,,0.77,3.517,5.019,31.327,-2.64E-13,8.56527,8.08844,432000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
907,0.75,0.2,0.229,2.9872,1.031,50.975,33.888,33.663,33.496,,33.888,,0.77,3.517,5.019,31.327,-2.64E-13,8.56475,8.0869,432000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
908,0.75,0.2,0.229,2.9882,1.031,50.976,33.888,33.662,33.495,,33.888,,0.77,3.517,5.019,31.327,-2.64E-13,8.56424,8.08536,432000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
909,0.75,0.2,0.229,2.9892,1.031,50.976,33.888,33.662,33.495,,33.888,,0.77,3.517,5.019,31.327,-2.64E-13,8.56373,8.08382,433000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
910,0.75,0.2,0.229,2.9902,1.032,50.976,33.887,33.662,33.494,,33.887,,0.77,3.517,5.019,31.327,-2.63E-13,8.56322,8.08227,433000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
911,0.75,0.2,0.229,2.9912,1.032,50.976,33.887,33.661,33.494,,33.887,,0.77,3.517,5.019,31.327,-2.63E-13,8.5627,8.08071,433000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
912,0.75,0.2,0.229,2.9922,1.032,50.976,33.887,33.661,33.494,,33.887,,0.77,3.517,5.019,31.327,-2.63E-13,8.56219,8.07914,434000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
913,0.75,0.2,0.229,2.9932,1.032,50.976,33.886,33.661,33.493,,33.886,,0.77,3.517,5.019,31.327,-2.63E-13,8.56167,8.07757,434000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
914,0.75,0.2,0.229,2.9942,1.033,50.976,33.886,33.66,33.493,,33.886,,0.77,3.517,5.019,31.327,-2.63E-13,8.56115,8.07599,434000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
915,0.75,0.2,0.229,2.9952,1.033,50.976,33.886,33.66,33.493,,33.886,,0.77,3.517,5.019,31.327,-2.63E-13,8.56064,8.07441,434000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
916,0.75,0.2,0.229,2.9962,1.033,50.976,33.885,33.66,33.492,,33.885,,0.77,3.517,5.019,31.327,-2.63E-13,8.56012,8.07282,434000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
917,0.75,0.2,0.229,2.9972,1.033,50.976,33.885,33.659,33.492,,33.885,,0.77,3.517,5.019,31.327,-2.62E-13,8.5596,8.07122,435000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
918,0.75,0.2,0.229,2.9982,1.033,50.976,33.884,33.659,33.492,,33.884,,0.77,3.517,5.019,31.327,-2.62E-13,8.55908,8.06961,435000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
919,0.75,0.2,0.229,2.9992,1.034,50.976,33.884,33.659,33.491,,33.884,,0.77,3.517,5.019,31.327,-2.62E-13,8.55856,8.068,435000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
920,0.75,0.2,0.229,3.0002,1.034,50.976,33.884,33.658,33.491,,33.884,,0.77,3.517,5.019,31.327,-2.62E-13,8.55803,8.06638,435000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
921,0.75,0.2,0.229,3.0012,1.034,50.976,33.883,33.658,33.491,,33.883,,0.77,3.517,5.019,31.327,-2.62E-13,8.55751,8.06476,436000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
922,0.75,0.2,0.229,3.0022,1.034,50.976,33.883,33.658,33.49,,33.883,,0.77,3.517,5.019,31.327,-2.62E-13,8.55698,8.06312,436000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
923,0.75,0.2,0.229,3.0032,1.035,50.976,33.883,33.657,33.49,,33.883,,0.77,3.517,5.019,31.327,-2.62E-13,8.55646,8.06148,436000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
924,0.75,0.2,0.229,3.0042,1.035,50.976,33.882,33.657,33.49,,33.882,,0.77,3.517,5.019,31.327,-2.61E-13,8.55593,8.05984,436000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
925,0.75,0.2,0.229,3.0052,1.035,50.976,33.882,33.657,33.489,,33.882,,0.77,3.517,5.019,31.327,-2.61E-13,8.55541,8.05818,437000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
926,0.75,0.2,0.229,3.0062,1.035,50.976,33.882,33.656,33.489,,33.882,,0.77,3.517,5.019,31.327,-2.61E-13,8.55488,8.05652,437000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
927,0.75,0.2,0.229,3.0072,1.035,50.976,33.881,33.656,33.489,,33.881,,0.77,3.517,5.019,31.327,-2.61E-13,8.55435,8.05485,437000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
928,0.75,0.2,0.229,3.0082,1.036,50.976,33.881,33.656,33.488,,33.881,,0.77,3.517,5.019,31.327,-2.61E-13,8.55382,8.05317,437000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
929,0.75,0.2,0.229,3.0092,1.036,50.977,33.881,33.655,33.488,,33.881,,0.77,3.517,5.019,31.327,-2.61E-13,8.55329,8.05149,438000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
930,0.75,0.2,0.229,3.0102,1.036,50.977,33.88,33.655,33.488,,33.88,,0.77,3.517,5.019,31.327,-2.61E-13,8.55276,8.0498,438000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
931,0.75,0.2,0.229,3.0112,1.036,50.977,33.88,33.655,33.487,,33.88,,0.77,3.517,5.019,31.327,-2.6E-13,8.55222,8.0481,438000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
932,0.75,0.2,0.229,3.0122,1.037,50.977,33.88,33.654,33.487,,33.88,,0.77,3.517,5.019,31.327,-2.6E-13,8.55169,8.04639,438000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
933,0.75,0.2,0.229,3.0132,1.037,50.977,33.879,33.654,33.487,,33.879,,0.77,3.517,5.019,31.327,-2.6E-13,8.55115,8.04468,438000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
934,0.75,0.2,0.229,3.0142,1.037,50.977,33.879,33.654,33.486,,33.879,,0.77,3.517,5.019,31.327,-2.6E-13,8.55062,8.04296,439000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
935,0.75,0.2,0.229,3.0152,1.037,50.977,33.879,33.653,33.486,,33.879,,0.77,3.517,5.019,31.327,-2.6E-13,8.55008,8.04123,439000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
936,0.75,0.2,0.229,3.0162,1.038,50.977,33.878,33.653,33.486,,33.878,,0.77,3.517,5.019,31.327,-2.6E-13,8.54954,8.03949,439000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
937,0.75,0.2,0.229,3.0172,1.038,50.977,33.878,33.653,33.485,,33.878,,0.77,3.517,5.019,31.327,-2.6E-13,8.54901,8.03775,440000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
938,0.75,0.2,0.229,3.0182,1.038,50.977,33.878,33.652,33.485,,33.878,,0.77,3.517,5.019,31.327,-2.59E-13,8.54847,8.03599,440000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
939,0.75,0.2,0.229,3.0192,1.038,50.977,33.877,33.652,33.485,,33.877,,0.77,3.517,5.019,31.327,-2.59E-13,8.54793,8.03423,440000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
940,0.75,0.2,0.229,3.0202,1.038,50.977,33.877,33.652,33.484,,33.877,,0.77,3.517,5.019,31.327,-2.59E-13,8.54738,8.03246,440000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
941,0.75,0.2,0.229,3.0212,1.039,50.977,33.877,33.651,33.484,,33.877,,0.77,3.517,5.019,31.327,-2.59E-13,8.54684,8.03068,440000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
942,0.75,0.2,0.229,3.0222,1.039,50.977,33.876,33.651,33.484,,33.876,,0.77,3.517,5.019,31.327,-2.59E-13,8.5463,8.0289,441000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
943,0.75,0.2,0.229,3.0232,1.039,50.977,33.876,33.651,33.483,,33.876,,0.77,3.517,5.019,31.327,-2.59E-13,8.54575,8.0271,441000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
944,0.75,0.2,0.229,3.0242,1.039,50.977,33.876,33.65,33.483,,33.876,,0.77,3.517,5.019,31.327,-2.59E-13,8.54521,8.0253,441000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
945,0.75,0.2,0.229,3.0252,1.04,50.977,33.875,33.65,33.483,,33.875,,0.77,3.517,5.019,31.327,-2.58E-13,8.54466,8.02349,442000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
946,0.75,0.2,0.229,3.0262,1.04,50.977,33.875,33.65,33.482,,33.875,,0.77,3.517,5.019,31.327,-2.58E-13,8.54412,8.02167,442000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
947,0.75,0.2,0.229,3.0272,1.04,50.977,33.875,33.649,33.482,,33.875,,0.77,3.517,5.019,31.327,-2.58E-13,8.54357,8.01984,442000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
948,0.75,0.2,0.229,3.0282,1.04,50.977,33.874,33.649,33.482,,33.874,,0.77,3.517,5.019,31.327,-2.58E-13,8.54302,8.018,442000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
949,0.75,0.2,0.229,3.0292,1.041,50.978,33.874,33.649,33.481,,33.874,,0.77,3.517,5.019,31.327,-2.58E-13,8.54247,8.01616,442000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
950,0.75,0.2,0.229,3.0302,1.041,50.978,33.874,33.648,33.481,,33.874,,0.77,3.517,5.019,31.327,-2.58E-13,8.54192,8.0143,443000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
951,0.75,0.2,0.229,3.0312,1.041,50.978,33.873,33.648,33.481,,33.873,,0.77,3.517,5.019,31.327,-2.58E-13,8.54136,8.01244,443000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
952,0.75,0.2,0.229,3.0322,1.041,50.978,33.873,33.648,33.48,,33.873,,0.77,3.517,5.019,31.327,-2.57E-13,8.54081,8.01056,443000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
953,0.75,0.2,0.229,3.0332,1.041,50.978,33.873,33.647,33.48,,33.873,,0.77,3.517,5.019,31.327,-2.57E-13,8.54026,8.00868,443000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
